,arms,bench,broad,fortyyd,hands,heightinchestotal,tenyd,threecone,twentyss,twentyyd,vertical,weight,year,Player,Pos,injured_pct,position_group
3480,0.0,22.0,114.0,4.49,0.0,71.0,0.0,0.0,4.21,0.0,31.0,237,2004,Michael Turner,RB,0.08,RB
3489,0.0,34.0,123.0,4.57,0.0,76.0,0.0,0.0,4.15,0.0,35.5,258,2004,Ben Watson,TE,0.16,TE
3493,0.0,0.0,130.0,4.79,0.0,76.0,0.0,0.0,4.19,0.0,40.5,226,2004,Ernest Wilford,WR,0.06,WR
3495,0.0,25.0,0.0,5.18,0.0,76.0,0.0,0.0,4.55,0.0,28.0,313,2004,Corey Williams,DT,0.16,DL
3504,0.0,24.0,119.0,4.62,0.0,74.0,0.0,0.0,4.13,0.0,35.0,248,2004,Kris Wilson,TE,0.06,TE
3509,0.0,24.0,120.0,4.62,0.0,76.0,0.0,0.0,0.0,0.0,0.0,247,2004,Kellen Winslow,TE,0.02,TE
3513,0.0,0.0,111.0,4.68,0.0,71.0,0.0,0.0,4.13,0.0,30.0,210,2004,Jason Wright,RB,0.03,RB
3517,0.0,0.0,121.0,4.59,0.0,74.0,0.0,0.0,0.0,0.0,39.5,209,2003,Sam Aiken,WR,0.12,WR
3527,0.0,0.0,117.0,4.58,0.0,73.0,1.63,6.74,4.06,2.74,35.0,217,2003,Arnaz Battle,WR,0.15,WR
3533,0.0,0.0,114.0,4.72,0.0,73.0,1.61,7.35,4.33,2.77,33.5,216,2003,Anquan Boldin,WR,0.06,WR
3534,0.0,0.0,117.0,4.61,0.0,75.0,0.0,0.0,4.02,0.0,35.5,234,2003,Kyle Boller,QB,0.09,QB
3536,0.0,25.0,116.0,4.73,0.0,78.0,0.0,0.0,4.31,0.0,34.0,277,2003,Tyler Brayton,DE,0.04,DL
3543,0.0,0.0,126.0,4.51,0.0,73.0,0.0,0.0,4.16,0.0,42.5,197,2003,Nate Burleson,WR,0.34,WR
3548,0.0,0.0,123.0,4.65,0.0,76.0,0.0,0.0,0.0,0.0,37.5,257,2003,Dallas Clark,TE,0.25,TE
3552,0.0,29.0,103.0,5.22,0.0,74.0,0.0,0.0,4.75,0.0,31.0,309,2003,Colin Cole,DT,0.19,DL
3557,0.0,0.0,122.0,4.42,0.0,71.0,0.0,0.0,3.99,0.0,36.0,186,2003,Kevin Curtis,WR,0.75,WR
3570,0.0,29.0,102.0,5.17,0.0,75.0,0.0,0.0,0.0,0.0,0.0,301,2003,Nick Eason,DT,0.0,DL
3577,0.0,0.0,100.0,5.2,0.0,74.0,0.0,0.0,4.79,0.0,27.0,307,2003,Aubrayo Franklin,DT,0.0,DL
3585,0.0,22.0,0.0,4.5,0.0,69.0,0.0,0.0,0.0,0.0,0.0,225,2003,Earnest Graham,RB,0.33,RB
3589,0.0,29.0,113.0,4.59,0.0,71.0,0.0,0.0,4.68,0.0,32.0,232,2003,Justin Griffith,FB,0.19,FB
3592,0.0,0.0,0.0,5.06,0.0,71.0,0.0,0.0,0.0,0.0,0.0,217,2003,Rex Grossman,QB,0.06,QB
3614,0.0,17.0,132.0,4.4,0.0,74.0,0.0,0.0,4.1,0.0,39.0,230,2003,Andre Johnson,WR,0.12,WR
3619,0.0,20.0,103.0,4.9,0.0,71.0,0.0,0.0,0.0,0.0,29.0,260,2003,Jeremi Johnson,FB,0.0,FB
3620,0.0,19.0,0.0,4.55,0.0,73.0,0.0,0.0,0.0,0.0,0.0,228,2003,Larry Johnson,RB,0.06,RB
3629,0.0,23.0,121.0,4.75,0.0,77.0,0.0,0.0,0.0,0.0,36.5,273,2003,Chris Kelsay,DE,0.17,DL
3639,0.0,26.0,120.0,4.82,0.0,75.0,0.0,0.0,4.42,0.0,39.0,249,2003,Donald Lee,TE,0.19,TE
3641,0.0,0.0,0.0,5.1,0.0,78.0,0.0,0.0,0.0,0.0,0.0,241,2003,Byron Leftwich,QB,0.58,QB
3645,0.0,0.0,0.0,4.62,0.0,73.0,0.0,0.0,0.0,0.0,36.0,184,2003,Brandon Lloyd,WR,0.06,WR
3673,0.0,0.0,114.0,4.73,0.0,73.0,0.0,0.0,4.32,0.0,31.5,255,2003,Ovie Mughelli,FB,0.23,FB
3682,0.0,0.0,122.0,4.68,0.0,77.0,0.0,0.0,4.44,0.0,31.0,208,2003,Kassim Osgood,WR,0.06,WR
3683,0.0,0.0,115.0,4.79,0.0,76.0,0.0,0.0,0.0,0.0,33.0,269,2003,Calvin Pace,DE,0.04,DL
3685,0.0,0.0,0.0,4.65,0.0,77.0,0.0,0.0,0.0,0.0,0.0,232,2003,Carson Palmer,QB,0.09,QB
3696,0.0,24.0,0.0,4.88,0.0,76.0,0.0,0.0,0.0,0.0,0.0,279,2003,Cory Redding,DE,0.09,DL
3701,0.0,0.0,105.0,5.01,0.0,74.0,0.0,0.0,4.2,0.0,30.0,230,2003,Tony Romo,QB,0.25,QB
3716,0.0,28.0,120.0,4.65,0.0,77.0,0.0,0.0,4.31,0.0,39.5,251,2003,Visanthe Shiancoe,TE,0.12,TE
3717,0.0,0.0,103.0,4.84,0.0,77.0,0.0,0.0,4.21,0.0,31.0,220,2003,Chris Simms,QB,0.06,QB
3719,0.0,26.0,122.0,4.62,0.0,75.0,0.0,0.0,4.25,0.0,37.0,258,2003,L.J. Smith,TE,0.25,TE
3727,0.0,0.0,106.0,4.82,0.0,75.0,0.0,0.0,0.0,0.0,30.0,218,2003,Brian St. Pierre,QB,0.19,QB
3747,0.0,0.0,127.0,4.56,0.0,73.0,0.0,0.0,4.14,0.0,38.0,196,2003,Seneca Wallace,QB,0.41,QB
3761,0.0,29.0,114.0,4.91,0.0,75.0,0.0,0.0,4.4,0.0,34.5,271,2003,Jimmy Wilkerson,DE,0.35,DL
3767,0.0,25.0,0.0,4.65,0.0,78.0,0.0,0.0,0.0,0.0,31.0,264,2003,Jason Witten,TE,0.0,TE
3788,0.0,24.0,99.0,5.0,0.0,75.0,0.0,0.0,4.24,0.0,29.0,300,2002,Justin Bannan,DT,0.03,DL
3797,0.0,30.0,108.0,4.96,0.0,76.0,0.0,0.0,4.41,0.0,33.0,294,2002,Rocky Bernard,DT,0.1,DL
3798,0.0,23.0,116.0,4.62,0.0,71.0,0.0,0.0,4.06,0.0,38.0,220,2002,Ladell Betts,RB,0.25,RB
3804,0.0,0.0,117.0,4.47,0.0,69.0,0.0,0.0,3.76,0.0,36.0,191,2002,Deion Branch,WR,0.08,WR
3807,0.0,25.0,115.0,4.93,0.0,76.0,0.0,0.0,4.23,0.0,34.0,257,2002,Raheem Brock,DE,0.0,DL
3809,0.0,0.0,121.0,4.57,0.0,73.0,0.0,0.0,0.0,0.0,37.0,188,2002,Antonio Bryant,WR,0.19,WR
3823,0.0,32.0,0.0,4.97,0.0,77.0,0.0,0.0,0.0,0.0,0.0,284,2002,Kenyon Coleman,DE,0.44,DL
3840,0.0,36.0,107.0,4.86,0.0,79.0,0.0,0.0,4.25,0.0,33.0,276,2002,Ryan Denney,DE,0.0,DL
3864,0.0,28.0,0.0,4.48,0.0,73.0,0.0,0.0,0.0,0.0,0.0,266,2002,Dwight Freeney,DE,0.15,DL
3866,0.0,0.0,0.0,4.56,0.0,75.0,0.0,0.0,4.06,0.0,0.0,193,2002,Jabar Gaffney,WR,0.02,WR
3868,0.0,0.0,111.0,4.82,0.0,74.0,0.0,0.0,4.26,0.0,33.5,235,2002,David Garrard,QB,0.16,QB
3873,0.0,0.0,118.0,4.64,0.0,75.0,0.0,0.0,0.0,0.0,36.0,248,2002,Daniel Graham,TE,0.02,TE
3874,0.0,24.0,118.0,4.69,0.0,75.0,0.0,0.0,4.39,0.0,31.0,282,2002,Charles Grant,DE,0.0,DL
3876,0.0,0.0,109.0,4.87,0.0,75.0,0.0,0.0,4.25,0.0,31.0,272,2002,Jarvis Green,DE,0.19,DL
3894,0.0,24.0,110.0,4.87,0.0,79.0,0.0,0.0,4.66,0.0,27.5,306,2002,John Henderson,DT,0.23,DL
3919,0.0,26.0,107.0,4.89,0.0,77.0,0.0,0.0,4.51,0.0,33.5,279,2002,Brett Keisel,DE,0.2,DL
3939,0.0,0.0,120.0,4.59,0.0,76.0,0.0,0.0,3.9,0.0,38.5,223,2002,Josh McCown,QB,0.48,QB
3944,0.0,18.0,112.0,4.88,0.0,75.0,0.0,0.0,4.28,0.0,29.5,247,2002,Randy McMichael,TE,0.0,TE
3957,0.0,23.0,119.0,4.53,0.0,73.0,0.0,0.0,0.0,0.0,36.5,208,2002,Maurice Morris,RB,0.02,RB
3970,0.0,21.0,110.0,4.75,0.0,77.0,0.0,0.0,4.29,0.0,29.0,255,2002,Justin Peelle,TE,0.12,TE
3972,0.0,14.0,119.0,4.68,0.0,70.0,0.0,0.0,4.6,0.0,34.0,214,2002,Adrian Peterson,RB,0.29,RB
3982,0.0,0.0,0.0,4.49,0.0,70.0,0.0,0.0,0.0,0.0,0.0,191,2002,Antwaan Randle El,WR,0.0,WR
3988,0.0,14.0,114.0,4.97,0.0,77.0,0.0,0.0,4.27,0.0,31.0,253,2002,Robert Royal,TE,0.12,TE
3997,0.0,27.0,0.0,5.09,0.0,76.0,0.0,0.0,0.0,0.0,0.0,311,2002,Ryan Sims,DT,0.12,DL
4012,0.0,22.0,114.0,4.58,0.0,71.0,0.0,0.0,0.0,0.0,33.0,213,2002,Chester Taylor,RB,0.0,RB
4013,0.0,33.0,0.0,4.47,0.0,77.0,0.0,0.0,0.0,0.0,34.5,266,2002,Bryan Thomas,DE,0.25,DL
4023,32.5,18.0,126.0,4.38,9.75,75.0,1.53,6.86,4.05,2.54,39.5,210,2002,Javon Walker,WR,0.31,WR
4029,0.0,26.0,118.0,4.57,0.0,69.0,0.0,0.0,0.0,0.0,37.0,200,2002,Brian Westbrook,RB,0.25,RB
4035,0.0,19.0,110.0,4.47,0.0,67.0,0.0,0.0,0.0,0.0,32.5,190,2002,Ricky Williams,RB,0.0,RB
4073,0.0,0.0,105.0,4.83,0.0,73.0,0.0,7.09,4.21,0.0,32.0,213,2001,Drew Brees,QB,0.01,QB
4077,0.0,11.0,0.0,4.53,0.0,73.0,0.0,0.0,4.06,0.0,40.0,226,2001,Correll Buckhalter,RB,0.12,RB
4087,0.0,0.0,134.0,4.33,0.0,73.0,0.0,0.0,4.0,0.0,45.0,210,2001,Chris Chambers,WR,0.03,WR
4111,0.0,0.0,0.0,4.86,0.0,75.0,0.0,0.0,0.0,0.0,0.0,293,2001,Ron Edwards,DT,0.66,DL
4112,0.0,30.0,111.0,4.56,0.0,73.0,0.0,0.0,4.24,0.0,34.5,246,2001,Heath Evans,FB,0.62,FB
4138,0.0,21.0,127.0,4.91,0.0,77.0,0.0,0.0,4.43,0.0,41.0,255,2001,Reggie Hayward,DE,0.94,DL
4139,0.0,22.0,0.0,4.68,0.0,77.0,0.0,0.0,0.0,0.0,32.0,252,2001,Todd Heap,TE,0.28,TE
4161,0.0,33.0,108.0,5.19,0.0,77.0,0.0,0.0,4.41,0.0,31.0,316,2001,Kris Jenkins,DT,0.78,DL
4165,0.0,0.0,108.0,4.57,0.0,73.0,0.0,0.0,4.14,0.0,33.0,192,2001,Chad Johnson,WR,0.08,WR
4181,0.0,22.0,0.0,4.9,0.0,75.0,0.0,0.0,0.0,0.0,0.0,293,2001,Damione Lewis,DT,0.0,DL
4209,0.0,0.0,0.0,4.31,0.0,70.0,0.0,0.0,0.0,0.0,42.0,181,2001,Santana Moss,WR,0.08,WR
4217,0.0,37.0,114.0,4.63,0.0,73.0,0.0,0.0,4.5,0.0,31.0,250,2001,Moran Norris,FB,0.25,FB
4242,0.0,0.0,107.0,4.74,0.0,77.0,0.0,0.0,4.29,0.0,34.0,228,2001,Sage Rosenfels,QB,0.25,QB
4245,0.0,0.0,119.0,4.75,0.0,76.0,0.0,0.0,4.03,0.0,38.0,263,2001,Aaron Schobel,DE,0.0,DL
4253,0.0,26.0,117.0,4.64,0.0,76.0,0.0,0.0,0.0,0.0,34.0,267,2001,Justin Smith,DE,0.0,DL
4256,0.0,0.0,121.0,4.41,0.0,69.0,0.0,0.0,4.25,0.0,38.5,184,2001,Steve Smith,WR,0.19,WR
4262,0.0,0.0,109.0,4.96,0.0,78.0,0.0,0.0,4.4,0.0,35.5,256,2001,Tony Stewart,TE,0.06,TE
4264,0.0,21.0,110.0,5.13,0.0,78.0,0.0,0.0,4.75,0.0,30.0,321,2001,Marcus Stroud,DT,0.06,DL
4275,0.0,18.0,0.0,4.46,0.0,70.0,0.0,0.0,4.21,0.0,40.5,221,2001,LaDainian Tomlinson,RB,0.12,RB
4282,0.0,26.0,119.0,4.75,0.0,76.0,0.0,0.0,4.08,0.0,36.5,270,2001,Kyle Vanden Bosch,DE,0.08,DL
4284,0.0,0.0,0.0,4.33,0.0,73.0,0.0,0.0,0.0,0.0,38.0,210,2001,Michael Vick,QB,0.21,QB
4291,0.0,0.0,0.0,4.45,0.0,73.0,0.0,0.0,0.0,0.0,36.0,198,2001,Reggie Wayne,WR,0.16,WR
4327,0.0,0.0,99.0,5.28,0.0,77.0,0.0,7.2,4.38,0.0,24.5,211,2000,Tom Brady,QB,0.0,QB
4335,0.0,0.0,100.0,4.97,0.0,74.0,0.0,0.0,4.34,0.0,0.0,208,2000,Marc Bulger,QB,0.44,QB
4338,0.0,0.0,115.0,4.59,0.0,78.0,0.0,0.0,0.0,0.0,33.0,231,2000,Plaxico Burress,WR,0.5,WR
4350,0.0,25.0,108.0,5.25,0.0,73.0,0.0,0.0,4.65,0.0,27.5,283,2000,Kendrick Clancy,DT,0.81,DL
4357,0.0,0.0,115.0,4.41,0.0,71.0,0.0,0.0,4.39,0.0,34.0,192,2000,Laveranues Coles,WR,0.0,WR
4406,0.0,0.0,111.0,5.03,0.0,74.0,0.0,0.0,4.51,0.0,32.0,271,2000,James Hall,DE,0.04,DL
4416,0.0,35.0,101.0,4.99,0.0,75.0,0.0,0.0,4.16,0.0,30.0,305,2000,Chris Hovan,DT,0.0,DL
4417,0.0,0.0,108.0,5.09,0.0,76.0,0.0,0.0,4.32,0.0,29.0,281,2000,Darren Howard,DE,0.0,DL
4456,0.0,23.0,0.0,4.58,0.0,73.0,0.0,0.0,0.0,0.0,0.0,240,2000,Jamal Lewis,RB,0.44,RB
4487,0.0,0.0,123.0,4.43,0.0,71.0,0.0,0.0,4.04,0.0,37.5,175,2000,Dennis Northcutt,WR,0.0,WR
4492,0.0,0.0,111.0,4.81,0.0,76.0,0.0,0.0,4.16,0.0,33.5,229,2000,Chad Pennington,QB,0.62,QB
4505,0.0,25.0,94.0,5.09,0.0,76.0,0.0,0.0,4.72,0.0,29.5,312,2000,Fred Robbins,DT,0.02,DL
4526,0.0,19.0,109.0,5.0,0.0,73.0,0.0,0.0,4.85,0.0,32.5,249,2000,Terrelle Smith,FB,0.0,FB
4588,0.0,0.0,112.0,4.85,0.0,75.0,0.0,0.0,4.38,0.0,31.0,255,1999,David Bowens,DE,0.03,DL
4614,0.0,12.0,113.0,4.86,0.0,75.0,0.0,0.0,4.35,0.0,31.0,255,1999,Desmond Clark,TE,0.19,TE
4635,0.0,0.0,122.0,4.52,0.0,76.0,0.0,0.0,4.13,0.0,39.0,255,1999,Daunte Culpepper,QB,0.0,QB
4665,0.0,0.0,114.0,4.57,0.0,68.0,0.0,0.0,4.09,0.0,34.0,205,1999,Kevin Faulk,RB,0.69,RB
4704,0.0,26.0,121.0,4.84,0.0,77.0,0.0,0.0,4.11,0.0,32.0,260,1999,Steve Heiden,TE,0.19,TE
4710,0.0,0.0,118.0,4.44,0.0,73.0,1.57,0.0,0.0,2.62,37.0,192,1999,Torry Holt,WR,0.53,WR
4750,0.0,24.0,0.0,4.86,0.0,76.0,0.0,0.0,0.0,0.0,32.0,254,1999,Reggie Kelly,TE,0.5,TE
4752,0.0,21.0,111.0,4.72,0.0,78.0,0.0,0.0,4.42,0.0,31.0,266,1999,Patrick Kerney,DE,0.06,DL
4792,0.0,0.0,117.0,4.64,0.0,74.0,0.0,0.0,4.38,0.0,33.0,223,1999,Donovan McNabb,QB,0.08,QB
4870,0.0,19.0,110.0,5.06,0.0,77.0,0.0,0.0,4.34,0.0,29.5,279,1999,Aaron Smith,DE,0.69,DL
4890,0.0,0.0,118.0,4.49,0.0,73.0,0.0,0.0,4.01,0.0,35.5,197,1999,Brandon Stokley,WR,0.18,WR
4930,0.0,0.0,124.0,4.56,0.0,71.0,0.0,0.0,0.0,0.0,37.0,244,1999,Ricky Williams,RB,0.0,RB
